Soil Moisture Content (%),Bulk Density (g/cm³),Soil Texture,Ploughing Depth (cm),Disc Angle (°),Operating Speed (km/h),Width of Cut (cm),Ambient Temperature (°C),Humidity (%),Draft Force (kN/m)
25.62983289,1.993156156,Sandy Clay Loam,12.25767637,32.52956862,9.307865503,70.82751312,25.58339781,78.43982692,2.802212275
10.75687037,1.991157651,Sandy Loam,12.87039328,40.29986079,3.213485567,117.8459493,30.11820813,87.86553419,4.25
15.45097492,1.999538286,Sandy Loam,19.28946524,44.44472666,6.366676758,32.72684377,21.36990182,72.36452885,1.95
19.87245501,2.041927339,Sandy Clay Loam,29.02529598,34.65013447,5.306285086,92.04431202,20.84707353,74.60105054,4.25
11.72711046,2.035373047,Sandy Loam,17.21569283,30.22938471,6.574232636,63.04864773,28.94033452,78.15952386,3.436321578
26.32276999,2.034274365,Sandy Loam,27.54968083,41.023012,7.243495829,110.6970535,30.23181974,80.28325809,4.25
26.09873508,1.992548541,Sandy Clay Loam,12.40577187,30.10470487,4.400196476,111.2175044,19.50580355,72.66548438,4.25
9.0427751,2.02754424,Sandy Loam,22.34034414,43.08800474,8.470976487,64.48516626,18.5969373,75.91880637,4.25
14.93396414,2.063969825,Sandy Clay Loam,22.01225954,30.84451878,6.325476351,49.72353622,20.64869733,73.96474855,3.922748919
10.22107944,2.02180735,Sandy Clay Loam,27.197495,39.79147095,9.944042384,68.11798622,34.21848063,85.29812881,4.25
9.836171865,2.039993798,Sandy Clay Loam,10.06633409,35.65776217,3.1758917,115.9701768,30.10749363,85.02315873,4.25
3.885286737,2.052385494,Sandy Clay Loam,13.79863334,33.05010981,4.328034233,55.06135835,34.5784664,74.31706988,2.97042858
17.62954402,2.052714022,Sandy Loam,14.39375251,43.473876,7.827408604,117.3961631,29.96486646,77.82867167,4.25
15.06429656,2.031542407,Sandy Clay Loam,28.99932176,41.19368778,7.866258226,102.9750068,35.37427033,81.72956419,4.25
4.23549003,2.058636156,Sandy Loam,13.07387313,35.10660849,7.075317571,53.81930465,25.90032007,70.86693717,2.393916522
9.687515142,2.021310247,Sandy Loam,10.739247,34.26229639,9.803720201,100.4526467,28.78378089,85.90494616,3.473722237
24.79838126,2.061095457,Sandy Clay Loam,20.68922989,41.04018441,5.907205061,34.43513841,28.82133812,79.1984266,2.341491142
8.749485376,2.009218173,Sandy Clay Loam,20.57116925,42.54856144,5.919257684,78.81052432,18.0565185,74.07770025,4.25
6.47747693,2.012417313,Sandy Loam,26.88093931,40.73775696,9.373334543,61.82551433,18.49418029,77.14159032,4.25
14.74686625,1.99424965,Sandy Clay Loam,28.977193,39.59983838,6.769092474,68.02292002,20.61477379,86.23006758,4.25
26.6556109,2.053646547,Sandy Clay Loam,20.77090884,33.41887088,5.476093631,72.11240735,27.20033199,70.4460974,4.25
8.809326516,2.023364419,Sandy Clay Loam,28.59988365,42.79205975,8.032565901,74.77159842,25.74947737,72.57023007,4.25
19.13125314,2.008329329,Sandy Loam,24.50318303,41.24492975,7.337694327,88.46007717,27.71548306,73.46929913,4.25
21.27887077,2.008543222,Sandy Loam,15.29118256,37.75911435,5.144870352,92.05496209,32.40883429,71.08202039,4.034132338
8.703301056,2.062111995,Sandy Loam,28.56841422,37.67381643,5.085501587,116.8962015,32.80032501,74.05460397,4.25
20.47719237,2.056713328,Sandy Loam,23.34886352,38.53759542,5.769289583,97.93306824,35.58626736,84.70880737,4.25
11.82679519,2.034282471,Sandy Clay Loam,18.28191865,42.42414591,3.50134046,91.25526991,28.0358604,79.48738117,4.25
18.17533993,2.039288864,Sandy Clay Loam,23.60484169,41.13389323,9.598318317,64.9523882,24.2498788,80.89779103,4.25
18.20471306,2.027946046,Sandy Loam,18.02625655,42.84367491,4.281140281,40.49198622,23.54449869,72.80593096,2.166276495
15.85859242,2.021333323,Sandy Loam,12.28367536,37.60924157,4.356770116,35.23569664,24.13334838,75.00967391,1.95
5.166954481,2.06323815,Sandy Loam,24.37957494,39.36973589,7.529268835,72.5426003,23.82893283,86.51478825,4.25
23.04725989,2.000049016,Sandy Loam,26.48175224,42.8185771,8.069729331,89.51494283,25.07255954,73.7879205,4.25
10.69872156,2.023475743,Sandy Loam,24.57612398,33.4848009,8.157848217,87.90323635,19.34786558,86.32138511,4.25
7.47644425,2.017564953,Sandy Clay Loam,14.58229336,36.6603102,5.625525165,114.8618381,29.40178452,81.93784663,4.25
3.978603397,2.029852058,Sandy Loam,29.13270027,39.30978355,9.11330267,64.05921342,28.22474202,79.0499084,4.25
17.18143064,2.02661055,Sandy Loam,10.50509123,43.72719386,6.807993432,85.91042641,26.31529607,73.13108775,2.705561385
19.26154468,2.031511163,Sandy Clay Loam,16.65370595,30.23754017,6.070112865,109.0740426,19.45989523,82.12480712,4.25
3.398107894,2.001193518,Sandy Clay Loam,15.20184869,33.18859737,8.672705226,65.987165,19.67775647,85.9551516,3.910844214
15.2902334,2.03105132,Sandy Clay Loam,10.96252455,33.51675762,4.704928745,72.54780519,27.81189315,72.87605534,2.828763117
8.435898605,2.009393505,Sandy Loam,18.11459386,34.8991902,9.021298104,112.1999661,18.65844661,70.11122651,4.25
18.48414697,2.004746508,Sandy Clay Loam,22.4622968,34.22679931,6.771805762,79.00454834,31.04620075,83.32110039,4.25
7.184794296,1.995186738,Sandy Loam,27.65105727,38.85208178,9.300407104,101.2132611,35.88800656,80.80829388,4.25
19.58250571,2.051012205,Sandy Loam,29.79379432,43.28430396,4.411287717,113.3266589,28.75332418,79.05557382,4.25
12.28164831,2.024195354,Sandy Clay Loam,26.16179173,39.55466762,9.552441532,80.85842891,31.02176668,78.20882598,4.25
25.48151973,2.040131495,Sandy Loam,19.37361037,33.62289838,7.815137194,39.72419146,25.90084786,78.95673635,2.120728049
6.30050266,2.048207467,Sandy Loam,24.47408852,42.95629275,7.328299688,103.1805979,30.01342196,76.74249718,4.25
11.18559243,2.044345333,Sandy Clay Loam,26.87247577,39.48068684,5.954472636,102.8316797,29.73204582,71.48197108,4.25
5.72336451,2.027640058,Sandy Clay Loam,19.30614393,33.28443187,9.694205,40.24058141,32.83363613,83.96303131,2.984905656
25.19264684,2.021031882,Sandy Clay Loam,25.70108868,35.42499806,6.107437398,78.81540258,30.80411254,78.42101041,4.25
24.05614448,2.020076793,Sandy Clay Loam,19.65304837,41.8494721,6.489800667,73.37984669,31.48289179,84.84917841,4.25
9.190599065,2.041203904,Sandy Clay Loam,17.72991982,41.08396772,8.47048676,105.4483308,28.01944789,87.67997345,4.25
18.8396171,2.029583548,Sandy Clay Loam,20.52181676,38.64873554,4.993897007,54.45835476,26.72126885,73.09150098,3.855222712
22.6133328,2.05793058,Sandy Clay Loam,23.51709475,32.17151254,5.04046719,67.9642927,26.25689689,84.28270867,4.25
16.32481948,2.059976159,Sandy Clay Loam,24.53764113,42.04933946,8.427083813,83.86269044,25.05619657,87.59532766,4.25
15.71161388,2.00364483,Sandy Clay Loam,17.13472538,34.61313793,3.900058524,76.06585686,22.78849974,83.03986636,4.25
8.804454982,2.000898692,Sandy Clay Loam,21.42640503,41.57396908,8.760751642,115.0553525,18.59959879,74.42744038,4.25
5.234466427,2.040432074,Sandy Loam,28.19741748,39.71349549,7.376225058,115.5561416,30.07972139,86.13674386,4.25
24.53317819,2.01409806,Sandy Loam,29.526258,33.96255422,6.773586365,37.26484603,34.21730151,84.27800978,3.048966699
24.61003337,1.991485658,Sandy Loam,14.54496182,33.18553842,4.603765675,56.52625313,34.74868388,78.08756959,2.267091997
18.19443497,2.061091414,Sandy Clay Loam,13.85662331,31.96364885,8.504577185,30.67105069,28.45011072,80.3062179,1.95
11.13671499,2.008152061,Sandy Loam,23.53371267,33.62919355,8.634671627,67.21464264,19.69445895,82.99459929,4.25
11.38102979,2.064342452,Sandy Loam,18.29367772,32.36743534,6.380593075,88.97010405,33.81595753,72.24137281,4.25
20.42293629,2.047394756,Sandy Loam,10.48444677,39.25576872,5.724182824,71.9726226,31.45940788,86.68571087,2.196627612
24.53064624,2.051012279,Sandy Loam,16.93723741,38.98174678,4.723132863,35.98321766,22.52539898,87.77399402,1.95
24.29007418,2.00611692,Sandy Loam,26.13489487,38.7925809,8.27963812,47.45186251,32.46380894,75.94958438,3.440616325
21.7170131,2.008735554,Sandy Clay Loam,25.94853861,39.62834714,7.476163462,45.43332748,26.49614307,82.87152949,3.952778966
18.40875951,2.03170142,Sandy Clay Loam,19.89370298,42.22176801,4.446417206,75.52108549,33.97667601,77.58348505,4.25
5.01935916,2.003767988,Sandy Clay Loam,19.4515587,43.70329067,8.561276558,90.3541822,22.45699679,70.49923264,4.25
6.879089138,2.014434535,Sandy Loam,21.59014885,33.45563307,9.175437194,58.17194219,32.41630657,87.2569039,4.145665699
24.56530052,2.015716998,Sandy Loam,14.38793421,38.81661735,3.414730839,41.61877333,30.81438568,72.56179103,1.95
17.55429743,2.002770395,Sandy Clay Loam,20.5208725,31.17504332,8.406944466,101.1231065,18.2599411,71.34898332,4.25
3.220729239,2.006414627,Sandy Clay Loam,10.2209272,31.80213658,8.969613534,106.4457052,28.14002296,85.06940527,4.25
5.435317029,2.053084147,Sandy Clay Loam,19.5111911,39.81508969,9.940555296,54.62404029,30.879617,70.60961523,4.117622788
18.92404246,2.003375668,Sandy Loam,16.72102093,37.29870843,4.663210493,67.47179037,20.8153942,82.3819668,3.310092913
3.121478012,1.992276591,Sandy Clay Loam,23.49739212,41.3749813,5.597022436,37.296784,27.57418084,86.74136897,3.420056563
6.859393234,2.040348395,Sandy Clay Loam,22.76707168,36.38516221,9.763337645,50.27871826,23.47340238,77.31135911,4.25
16.16961094,2.06807865,Sandy Clay Loam,17.6167176,31.9139761,3.658108852,98.30905367,30.53255247,71.23032634,4.25
19.60548474,2.016497105,Sandy Clay Loam,10.14545963,43.08080481,6.665954907,62.52452405,27.72251663,73.92926446,2.169496209
18.64707023,1.999492456,Sandy Clay Loam,15.04547259,31.24332707,6.547212059,83.85389316,29.1862439,87.06983405,4.25
8.382463427,2.035630986,Sandy Loam,22.666957,32.83446964,7.245834172,114.2671898,19.30571707,78.37694868,4.25
20.09230131,2.062508337,Sandy Loam,11.44746686,34.15465299,5.315548304,94.44718655,20.48031252,79.74447986,3.166222592
8.6939781,2.052724942,Sandy Clay Loam,12.15284844,44.92920911,9.481426621,70.38445156,27.93760525,72.80909988,3.220938545
10.80959276,2.039801269,Sandy Loam,22.94070049,36.2528973,4.890428827,62.67436044,21.26111188,86.52430418,4.25
20.91579372,2.01520452,Sandy Clay Loam,25.11534802,37.52562796,7.547868623,46.96833595,26.97644108,79.30834646,3.98728775
18.59118958,2.033350414,Sandy Clay Loam,16.43099416,41.54545126,6.471489159,97.3418349,30.42052738,79.51949155,4.25
23.38136185,1.997299587,Sandy Loam,19.79346131,39.54623378,4.866714167,40.01259002,32.57589076,80.36885045,2.21535494
18.78270942,2.044315634,Sandy Loam,28.9142273,42.62131038,4.32197657,35.46772207,20.57412251,83.81275137,3.034187219
