Soil Moisture Content (%),Bulk Density (g/cm³),Soil Texture,Ploughing Depth (cm),Disc Angle (°),Operating Speed (km/h),Width of Cut (cm),Ambient Temperature (°C),Humidity (%),Draft Force (kN/m),Depth × Width,Moisture × Bulk Density,Humidity × Bulk Density,Angle × Depth
-0.38064294237451357,0.7715942123326367,0,-0.573312828458688,-0.5902641305895294,-0.539121746748417,-0.6279886551827804,-0.35028191237361744,-0.7606903979381359,2.48620862,0.36003395214280753,-0.29370189130144003,-0.5869443084260759,0.3384059982459915
-0.7998268505176531,-0.4265981989145535,1,-0.09318383911676283,-0.009529341789810004,0.5337703965472207,-0.7777192428878258,-0.0068842025620313,-0.5776902786359503,2.551959695,0.07247086480726975,0.3412046938743306,0.24644163239654296,0.0008879806522303002
0.3883191297471501,0.1130566858511123,1,0.3997852441490647,-0.6687669929089559,0.2811943597464064,-0.12531901936549353,0.8412681716321428,0.8442116955222435,4.25,-0.0501006947535552,0.04390207386180087,0.09544377645249315,-0.26736317553894273
-0.10609380807953521,-0.8082364025382389,1,0.6936866097532489,0.3951431000643973,0.13678754395955753,-0.6408926336868613,-0.9157279593445311,0.02118250902212843,3.819974406,-0.4445786382780697,0.08574887777378588,-0.01712047488877887,0.27410547745106056
-0.7504704957084747,0.8279227551118229,0,0.9155804435936707,0.6497575253695651,0.6426692476748609,-0.48497383293037344,-0.18411065562754625,-0.08494666308682548,4.25,-0.4440325570857141,-0.6213316004370958,-0.07032927534040034,0.5949052833061922
0.005364418290566507,-0.7265712112813418,1,0.22104263801887444,0.41861526731197596,-0.005492118809616492,0.16973775733664714,-0.3512998737003197,-0.8606055680282982,4.25,0.03751928165310005,-0.003897631895196692,0.6252912299977879,0.09253182300161547
-0.8953642107115546,-0.5591667464551089,1,0.06140033562569117,-0.10678302232192852,-0.4650960016008518,-0.19424572491345102,0.8797880439386461,-0.8100334310768993,4.25,-0.011926752703541574,0.5006578925959265,0.4529437581751385,-0.006556513409692083
0.844259262364966,0.10394808758146191,0,-0.9048017481616495,0.7643280700838113,0.2347253925603456,0.7336718703481125,0.8797880439386461,0.38246324172601176,3.629501964,-0.6638275908679993,0.08775913574577392,0.03975632254762531,-0.6915653739808523
-0.4734845029037874,0.5137891669927774,0,-0.8631561080597931,-0.7084578258249535,0.8863054614374931,-0.5523583532100015,0.1534032744748472,0.549844652470933,2.148929041,0.47677148641106143,-0.24327120833092625,0.28250422596847385,0.6115096996635697
0.34434154639154324,0.22576513615298333,1,-0.6923892738648213,-0.46457983568671896,0.19573820148652454,0.9019604586743235,0.0820028378867267,0.7266217461280854,4.25,-0.624507747036296,0.07774031610421558,0.1640458574463257,0.3216700950833653
-0.3662665379812677,-0.5447654901903849,0,-0.8984030216622031,-0.008844112354885416,0.2525053772384645,-0.28364735258297674,0.789338201306383,0.011847264561588336,2.538568907,0.2548296386470306,0.1995293701037005,-0.0064539808863088455,0.00794557726354908
0.055784201023034635,-0.9067728350626614,1,-0.19484593626474508,-0.8602646807041785,0.8611275178905049,0.029711265317757245,-0.9157279593445311,-0.33010991226253494,4.144458696,-0.0057891193084486595,-0.05058359811336253,0.2993347010245852,0.16761907714729765
0.10975113091093634,0.49997431451900454,1,-0.3249137044141562,-0.7919699035589367,0.024431371950182565,-0.7397198789774815,0.10658222576099578,0.25268403277184165,2.127295923,0.2403451261073648,0.05487274644488093,0.1263355260749992,0.25732187514985616
-0.6232290813586462,0.8892326581790249,0,0.285891629221356,-0.19196530910743315,0.8863054614374931,0.1580523049933072,-0.9157279593445311,0.23964739299468849,4.25,0.04518583097672726,-0.5541956526710207,0.21310228829834027,-0.054881274974705276
0.9214505409332693,0.6049674321097542,0,0.07917863347375026,0.8945633335728215,-0.6848830374597421,0.9019604586743235,0.8797880439386461,-0.8809956050974095,4.25,0.07141599656518993,0.5574475675645439,-0.5329736489157589,0.07083030230801862
0.5724470279485155,-0.09091965047374262,0,0.20176766230306944,0.8240308080110488,0.06784385451475308,0.4997105772637343,-0.37829347411185776,0.8675295776574408,4.25,0.10082543500262103,-0.05204668369581181,-0.07887548597624806,0.16626276979809873
0.9053893338066279,0.7917294156552251,0,-0.050285823470620404,-0.055699618578339334,-0.5786916436322591,-0.5153155492665229,0.02351507597920625,0.2861222159409342,3.283367694,0.02591306674208216,0.7168233681951951,0.22653137483289396,0.0028009011872112606
0.814901934408635,-0.19112977766970107,1,-0.4451360414623634,-0.699565031637557,-0.09913306816984895,-0.116496116278859,-0.18322066930928868,-0.8809956050974095,2.998717491,0.05185662004611049,-0.15575202554613174,0.16838449413025164,0.31140160892863517
0.21344170162147363,0.03788267985387826,0,0.9155804435936707,-0.6280850336736448,-0.6631179654489897,-0.1510004312945727,0.7701363638510756,0.887208168962139,4.25,-0.13825304186752047,0.008085743649993295,0.033609823028538245,-0.5750623737454613
0.869688481726076,-0.05724397941622568,0,-0.8340666261536207,-0.2315284624017185,-0.5594875403009253,-0.808783842823555,0.8797880439386461,0.887208168962139,1.95,0.6745796110714027,-0.04978442954645606,-0.05078732616197596,0.19311016349393678
-0.8184212007601532,-0.11595825906925428,1,0.8988542228805165,-0.5645238472712063,-0.5828819330586897,0.7737871832004907,-0.882495496332217,0.8814973475013306,4.25,0.6955218772305809,0.09490269762551601,-0.10221689779041976,-0.5074246440364796
-0.6006872249039248,0.5358728228352335,1,-0.3770355813914759,-0.8172424091469088,-0.3650065595670977,-0.23933261912497097,0.44652751413909486,0.7695876552505805,3.419902302,0.0902369131977281,-0.32189195885032895,0.4124011092382771,0.3081294668704752
-0.8953642107115546,0.04153383009175897,1,0.03241690260359393,0.3574880983027044,-0.7348623540366752,-0.012756783831758748,-0.28249015029075003,-0.6126026645773354,4.25,-0.0004135354190092251,-0.03718790499793558,-0.02544373498431386,0.01158865686462278
-0.3386791856058354,-0.37645188184096806,0,-0.7884646038333772,0.17390454278049466,0.6109846761373636,-0.4205238429124573,-0.7409406358208942,0.887208168962139,2.508986794,0.33156816520446003,0.12749641676168322,-0.3339911847904768,-0.13711757642824732
-0.21036270086321,-0.4929793816633834,1,-0.8655304136747014,-0.40302364883225883,-0.5631839265814245,-0.6994205473841639,-0.20751436496787384,0.5204027657956326,1.95,0.6053697557100015,0.10370447419658455,-0.2565478336978455,0.3488292254944726
-0.4480244591840578,-0.9067728350626614,0,-0.13654088325849278,0.5666063599616226,-0.17245021423637738,0.8064476995891071,0.8797880439386461,0.282583146676033,4.25,-0.11011308120367633,0.4062564090317437,-0.25623872105235435,-0.07736493284903945
0.6810294285498096,0.1538174081495995,0,0.49800000551243184,0.5606422661436122,-0.9089531096360389,-0.9027314123808027,-0.3033800970072581,0.8751205658507756,2.757698568,-0.4495602483418851,0.10475418157313457,0.1346087772575772,0.27919985163002115
-0.27502832619633766,-0.5490885857944869,0,-0.4621553556453593,-0.005936554946113285,-0.7941495491181165,-0.20232750292473994,-0.4639255111020256,-0.22704626312072548,3.692485814,0.09350673907102067,0.1510149146845719,0.12466851152688213,0.0027436106624292023
-0.4286079812699037,-0.7119185289500659,0,0.1334192581564204,-0.7902862067566802,0.7843768103358412,0.462145266745539,0.6751066854314577,0.8529399397482074,4.25,0.061659078649690835,0.30513396352192723,-0.6072237471883016,-0.10543939943672773
0.10161991974364663,0.29437482742518956,1,-0.44327970930061383,0.8440252352833727,0.6664711897430939,-0.38515232729985016,0.7186968978225513,0.21374960748799982,2.722856582,0.17073021168193245,0.02991434633749759,0.06292250381648196,-0.3741392609387956
-0.7122147702317733,0.3488573735578699,1,-0.21974803725616376,0.3473137079821773,0.673975461796975,-0.10963298102833327,-0.34082531724005877,0.16196205481045903,4.127309149,0.024091632399518476,-0.2484613741521782,0.0565016570572125,-0.07632150564124388
0.6272685635272973,0.490033308916839,1,0.8329008364973666,-0.49100077784885765,-0.18285333205677584,0.1282814979984112,-0.421322535443989,0.292777695275485,4.25,0.10684576699001196,0.30738248976479393,0.1434708227928919,-0.4089549585911712
-0.8466620238834816,-0.004616359684491146,1,0.7300278023318454,0.23157891255457072,-0.7210480569762029,0.9019604586743235,0.2768064153222996,0.5051491804581361,4.25,0.6584562114362397,0.003908496433445384,-0.0023319503113206816,0.16905904459861187
0.9214505409332693,0.7724020193110032,1,0.039239161948159816,-0.17689722347194684,-0.7881397899947815,0.5175941572688891,-0.608556515792964,-0.1017675713995102,4.25,0.02030996096049524,0.7117302585120734,-0.07860547764935838,-0.00694129879999554
0.5665969450759425,0.8565519458336084,0,-0.5256988005002752,0.28107947340639816,0.20460103801438825,0.9019604586743235,-0.05081385073125881,0.887208168962139,4.25,-0.47415953122376986,0.4853197158081767,0.759939883483993,-0.14776314201499252
-0.5951515883007323,0.5999086889078977,0,-0.6170154396248433,-0.039999403490138835,0.6485854962510968,0.3867228964415948,-0.7363931500845755,-0.8012429155433093,4.25,-0.23861399796090335,-0.35703660903894524,-0.4806725869603281,0.024680249529199505
-0.8953642107115546,0.258085748066518,0,0.9155804435936707,-0.016931862136761382,0.7920413168206742,-0.4651042176075817,-0.4091433447953326,0.8185060938465085,4.25,-0.4258403258744368,-0.23108074211347904,0.21124475752737976,-0.015502481846042864
0.6541372137172817,-0.40231319692155554,0,-0.597637446938755,0.4809748031583742,-0.4274376756165411,-0.42807405518137065,-0.42370893942034593,0.3152920985090296,2.602320088,0.25583308543931405,-0.2631680336759584,-0.12684617211527371,-0.287448553401441
0.43414726254343633,0.8892326581790249,1,0.633121791001016,0.2380832534231055,-0.3630214480130302,0.646471096057841,0.3721680030181683,0.8108371422202614,4.25,0.4092949381665301,0.3860579243126469,0.7210228673268071,0.15073569581458532
0.47901425585799573,-0.46118448105935456,0,-0.25967792821876373,-0.8232530479665509,-0.8021377925141353,-0.14642049565153084,-0.45416566414018533,-0.2512397979027948,4.013008588,0.038022170959554034,-0.22091394100790265,0.11586789581725755,0.21378064589573645
0.5646231412450818,-0.6034222612298564,0,0.9155804435936707,-0.8522416787537239,0.5413076941639039,-0.2618927871700412,0.7798922712204299,0.6520274567826699,4.25,-0.23978391425112913,-0.3407061726328119,-0.3934478823557512,-0.7802958142823492
-0.8476869681797199,-0.12684263477429308,0,-0.2613335767564731,-0.3757582183814645,-0.4534503266500493,0.8927836377595246,0.8797880439386461,0.2339715233660219,4.25,-0.23331434132535203,0.10752284850774801,-0.029677564485901295,0.09819823920526805
-0.27155966061025255,-0.8935847568295819,0,-0.29515748809791464,-0.12674167888628168,-0.044075254299731116,-0.9027314123808027,-0.8571148836839252,0.6561687800466436,1.95,0.26644793610540046,0.24266157329113633,-0.5863424197571434,0.037408755577387404
-0.7629668633764447,0.8892326581790249,0,0.2861141613264105,-0.43498504218385114,0.8494522310337481,0.04892146669544151,-0.22311454597762959,-0.3370795644748212,4.25,0.013997124414424168,-0.6784550520227488,-0.29974215713577324,-0.12445538053396586
0.7506415095184901,0.16424139158457396,0,0.9155804435936707,0.3131124863830054,0.4970388869456069,0.5512888563112888,-0.41497839972256234,0.8253303322190969,4.25,0.5047492956097371,0.12328640610446202,0.1355534022806232,0.2866796691772692
0.26488854491037744,0.10159585594223829,1,0.9155804435936707,-0.5942822594520962,-0.8981565293961238,0.47313945033353394,-0.31454903417918245,0.838950247595325,4.25,0.43319722781804254,0.026911578449463822,0.08523386849739978,-0.5441132147289992
-0.3274011865087014,0.29828762693038435,1,0.42788640448734927,0.4178620808225792,-0.9089531096360389,-0.26721515507165283,-0.48804623517534906,-0.04307939027227735,4.25,-0.11433773192813901,-0.09765972297787272,-0.012850049093925495,0.17879750333477556
-0.8689281669307933,-0.017656786044700175,0,0.5242413342323176,0.5550785272092011,0.5672340919479986,0.07037604776693679,-0.2531192956369997,-0.18931005568280315,4.25,0.036894033179336254,0.015342478731710536,0.0033426071493015317,0.2909951077078614
-0.3677427134475984,-0.9067728350626614,0,0.135562407533347,-0.7350359682190152,0.0986815305570181,-0.9027314123808027,-0.7362511623205924,0.1539089405055974,2.388408623,-0.1223764436183203,0.3334591028465147,-0.13956044632375103,-0.09964324547537443
-0.3389769685838763,0.21175609261256909,0,0.5266184308748065,0.3118128610707325,0.43344763277756465,0.06873293852646352,-0.4590816069113449,-0.5820873251000459,4.25,0.036196032236220754,-0.07178043835297523,-0.12326053752248793,0.16420639962365322
0.48022761972751016,0.4184340652023729,0,0.7380370747292072,0.9072094963839579,-0.6905611774869383,0.18035207361500913,0.4781423099399853,-0.0011064976353022703,4.25,0.13310651683216798,0.20094359514504134,-0.00046299630367634164,0.6695542428777735
0.2937724725332982,-0.17739658643222053,0,-0.021586619915623412,-0.5988239158565845,0.736058933084603,0.7515745271994029,-0.33045702742094796,0.7851354406787776,4.25,-0.01622395365691788,-0.052114233815160366,-0.13928034706337233,0.012926584267981343
0.7994776782195402,0.5002628525455177,1,0.25033419194809425,0.8257987399590828,0.5391439053136218,-0.5822362459356455,-0.6032367375341341,-0.25827382468213417,3.054544744,-0.1457536401491917,0.3999489838525747,-0.12920480027332537,0.20672566027941142
-0.04114769935569536,-0.5549789652358592,1,0.08253597132387065,0.22281698202596503,0.7735400441171851,0.6518569390266922,-0.8022785521526662,0.46960335143737064,4.25,0.05380164562677316,0.022836107610260042,-0.2606199820520035,0.01839041603896645
-0.7554210737216629,-0.5663706703882012,0,0.13366873191044448,0.1927865242324846,-0.3229903119491858,0.4367789822756377,-0.3225314273515534,0.247973987722601,4.25,0.058383692685919,0.427848339949113,-0.1404451936652851,0.025769530223578394
0.4470857570062987,-0.6854863314344503,1,0.7995662331499266,-0.878986971164183,-0.4534205585935149,0.3322608286652615,0.26905150385489046,-0.46196460104641457,4.25,0.2656645391991563,-0.30647117540684177,0.31667041962388615,-0.7028083015216089
0.5433839752820302,-0.2664539478105461,0,-0.2868226117397492,0.5056667058153879,-0.7007016115633987,-0.21335801745572772,-0.5121777989689753,0.06867549597874123,3.757975113,0.061195903802266825,-0.14478680539088515,-0.018298857021382883,-0.14503664523180498
0.13925808421934951,0.6787912045127613,0,-0.5865232844244297,-0.031246303958624363,0.8518282342216823,-0.26749636883935546,-0.173453532821899,0.6983300970337508,3.140276395,0.15689284882326743,0.09452716272539181,0.4740203277130532,0.018326684823936422
0.5640090426091657,0.6407838314582776,1,-0.08219479513671689,0.4517305095705369,-0.6506410046470125,0.4070412635252529,0.8797880439386461,0.11411670266339972,4.25,-0.033456673267648555,0.3614078753002161,0.0731241379660383,-0.03712989669115501
0.002566409858525534,-0.24490423656093496,1,-0.5867241957215135,0.6267200799270195,-0.7653557716191272,0.9019604586743235,0.08672076968587193,0.39266058594867387,4.25,-0.5292020246882998,-0.000628524647104653,-0.09616424102932936,-0.36771183483770314
0.06118207401636416,0.1656048332557144,1,0.0034271719824845314,0.05927072825370353,-0.6190281948442102,-0.19133197651947167,0.045818850207353184,0.5468130880392291,4.028599403,-0.0006557275892809215,0.010132047165718763,0.09055489026677882,0.00020313097925254707
-0.13163978889403974,0.4276721324744334,1,0.8269280517051538,-0.4580068352076552,0.5352678472742698,0.8395676178086755,-0.19849100707590503,-0.8780184201165464,4.25,0.6942620144692653,-0.05629866923479821,-0.3755040100830764,-0.3787386999059098
-0.8953642107115546,-0.5267112430141763,0,0.24539705625772731,-0.7007303202780739,0.7709277266871535,0.1726066706541218,0.0956867370274862,-0.874378233029309,4.25,0.04235716886896854,0.47159839637428974,0.4605448459834064,-0.1719571578267738
-0.7791264673182053,-0.6721059276823198,1,0.7292009182306934,-0.6630892821494289,0.6141187921026824,0.7382662607853584,0.8797880439386461,-0.7493492796502599,4.25,0.5383444352634239,0.523655517098751,0.503642092757416,-0.4835253134122949
-0.8953642107115546,0.8892326581790249,1,-0.6718866617202819,0.7415552881129379,0.12010043525259607,-0.5692744741909244,-0.511172416301592,-0.6550649951689634,2.249259237,0.38248792606670895,-0.7961870971294002,-0.5825051869341275,-0.4982411070112237
0.29144897177030554,0.2221952491679214,1,0.8215726267644547,-0.7365097691082656,0.8863054614374931,0.525489386972806,0.8668703126503512,0.6175717747085768,4.25,0.43172769599209126,0.06475857690223753,0.13722151436044766,-0.6050962656439598
-0.3609089814580322,0.8892326581790249,0,0.21359122149682097,-0.2173155836742941,-0.86601083037758,0.6715366771904226,-0.7209183429064128,-0.12008664808438758,4.25,0.14343433916101872,-0.32093205294261035,-0.10678496928788908,-0.04641670096728708
0.03249504873163231,-0.3345862827666569,0,-0.9048017481616495,-0.3175678689035695,0.7263726946001958,0.6659641095482092,-0.7969489377071179,-0.6113726503335825,3.933370234,-0.6025654905321359,-0.010872397563438224,0.2045569024603125,0.28733596294391917
0.8407064806266664,0.392282222177849,0,0.277282330615727,0.7386145196862837,-0.1502203936468125,0.5706410384007419,0.2916017846486355,0.06874776894459708,4.25,0.15822867707273627,0.3297942064195475,0.02696852757135586,0.2048047554452285
-0.4927030267640984,-0.5637299504704041,1,0.9155804435936707,-0.0323986655676743,-0.09555076214100279,-0.39451694213502103,-0.5164350554497462,0.5231656865377331,4.25,-0.3612119968852011,0.2777514528743434,-0.29492416655973125,-0.02966358459229422
-0.16639546670698951,-0.48692602798497125,1,-0.8487884520132092,0.9072094963839579,-0.7488449506485868,0.04286222973204938,-0.12950287052590562,-0.7000806140140853,2.764140855,-0.036380965624100745,0.08102228367833993,0.3408874726511584,-0.7700289440874227
0.5327820940566071,0.011950150603478253,1,0.17429519159941484,0.48330646873850974,-0.9089531096360389,-0.40353720688425004,0.44176855984513247,-0.2990439015234708,3.536513647,-0.07033459479138307,0.006366826262812971,-0.0035736196602571962,0.08423799357001516
-0.5342160884751823,-0.3706791313933353,0,0.8512616195653536,0.7097194004360095,-0.37179429165604816,-0.31664344406014266,0.05163222124371775,-0.5934990001638673,4.25,-0.2695464110153885,0.19802275565232574,0.21999769386355528,0.6041568862521092
-0.8417412683940027,-0.6731397395321284,1,-0.9048017481616495,-0.7860316783852132,-0.6545817246986856,-0.4004959975259092,-0.9157279593445311,0.29360884583136515,1.95,0.3623694786931863,0.5666094981601822,-0.19763978200725396,0.7112028367133763
-0.41074825783029634,-0.48358192200565575,1,0.2727979258219354,-0.4789683070334342,-0.039269633280156216,-0.43462558781167876,-0.4069635875201286,-0.7064173715863334,4.012112072,-0.11856495886416542,0.19863043198204935,0.34161067028990266,-0.13066156069316476
-0.6711007572584391,-0.9067728350626614,0,-0.04433971708042036,-0.7129116401873732,-0.7094797808530354,0.38727766536279556,-0.8899077978736912,0.5580126097560714,4.25,-0.017171782113752067,0.6085359362719337,-0.5059906761492273,0.03161030042924656
0.8855357055247075,0.3950520379885415,1,-0.3043605742638549,-0.06037801625210964,-0.7282348122119983,0.30059109513929905,0.8352022405642899,-0.567095755295564,4.115894699,-0.09148807833519809,0.34983268517915667,-0.22403233386416377,0.018376687699404454
0.6392670827984198,-0.02742128597132623,1,0.2659343224755913,0.44599028722877726,0.7458946925884283,-0.5952379041346655,0.5719262927756958,-0.8599578011961474,3.089481609,-0.15829418874784323,-0.017529525489470954,0.02358114878987247,0.11860412486487923
